query_id,query_text,query_language,query_type,expected_files,chunk_id,document_id,title,issuer,jurisdiction,language,local_file_path,source_url,page_reference,section_reference,lexical_rank,semantic_rank,hybrid_rank,chunk_text,human_label,reviewer_note
Q09,“十四五”智能制造发展规划提出到2025年规模以上制造业企业数字化网络化达到什么目标？,zh,direct,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,1c0cc131-5a07-5e61-bff5-adeb40d6e92a,66fb6cf6-d5ec-5183-9cf5-2aee221c176a,“十四五”智能制造发展规划,工业和信息化部等八部门,CN,zh,phase2_5\cn_intelligent_manufacturing_14th_fyp_2021.pdf,https://www.miit.gov.cn/jgsj/ghs/zlygh/art/2022/art_c201cab037444d5c94921a53614332f9.html,Page 5,,,9,,"5
技术，研发人工智能、5G、大数据、边缘计算等在工业领域的适用性技术。
加速系统集成技术开发。面向装备、单元、车间、工厂等制造载体，
构建制造装备、生产过程相关数据字典和信息模型，开发生产过程通用数
据集成和跨平台、跨领域业务互联技术。面向产业链供应链，开发跨企业
多源信息交互和全链条协同优化技术。面向制造全过程，突破智能制造系
统规划设计、建模仿真、分析优化等技术。
推进新型创新网络建设。围绕关键工艺、工业母机、数字孪生、工业
智能等重点领域，支持行业龙头企业联合高校、科研院所和上下游企业建
设一批制造业创新载体。鼓励研发机构创新发展机制，加强数据共享和平
台共建，开展协同创新。推动产业化促进组织建设，加快创新成果转移转
化。建设一批试验验证平台，加速智能制造装备和系统推广应用。
专栏 1 智能制造技术攻关行动
关键核心技术。突破产品优化设计与全流程仿真、基于机理和数据驱动
的混合建模、多目标协同优化等基础技术；增材制造、超精密加工、近净成
形、分子级物性表征等先进工艺技术；工业现场多维智能感知、基于人机协
作的生产过程优化、装备与生产过程数字孪生、质量在线精密检测、生产过
程精益管控、装备故障诊断与预测性维护、复杂环境动态生产计划与调度、
生产全流程智能决策、供应链协同优化等共性技术；5G、人工智能、大数据、
边缘计算等新技术在典型行业质量检测、过程控制、工艺优化、计划调度、
设备运维、管理决策等方面的适用性技术。
系统集成技术。开发基于信息模型和标准接口的可复用数据集成技术；
制造装备、产品设计软件、管控软件、业务管理软件等之间的业务互联技术；
面向产业链供应链协同的包含订单、质量、生产实绩等内容的企业信息交互
技术；公有云、混合云和边云协同的灵活云化部署技术；涵盖设计、生产、
管理、服务等制造全过程的复杂系统建模技术；基于模型的价值流分析和优
化技术。
（二）深化推广应用，开拓转型升级新路径
聚焦企业、行业、区域转型升级需要，围绕车间、工厂、供应链构建
智能制造系统，开展多场景、全链条、多层次应用示范，培育推广智能制
造新模式。",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,58389d8d-c333-51bf-aa90-753162500b05,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 26,,,1,1,"lowing requirements:
(a) its establishment has a clear positive impa ct with spill-ov er eff ects bey ond the under taking or Member State concer ned,
on the Union’s semiconductor value c hain in the medium to long te r m, with a view to ensur ing secur ity of supply and
resilience of the semiconduct or ecosystem, including the gro wth of star t-ups and SMEs, and contr ibuting to the U nion’s
green and digital transitions;
(b) it provides an assurance that it is not subject to the extrat er r itori al application of public ser vice obligations of third
countr ies in a wa y that ma y under mine the under taking’s ability to compl y with the oblig ations set out in Ar ticle 26(1)
and commits to inf or ming the Commission when such oblig ation ar ises;
(c) it inve sts in the U nion in continued inno vation with a view to achieving concrete advances in semiconduct or
tec hnology or prepar ing next-gener ation tec hnologies;
(d) it suppor ts the Union’s talent pipeline by developing and deplo ying educational and skills training and by increasing the
pool of qualifi ed and skilled w orkf orce.",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,cbbdf462-c2ae-51a2-aee5-cca538e065ee,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 101,,1,,2,"a nce of AI systems with
the requirements set out in Chap ter III, Section 2. Where relevant, post-mark et monitoring shall include an analysis of the
interac tion with other AI syste ms. This obligati on shall not co ver sensitive operational data of deplo y ers which are
law -enf orcement author ities.
3. The post-mark et monitori ng system shall be based on a post-mark et monitoring plan. The post-mark et monitoring
plan shall be par t of the tec hnical documentation referred t o in Annex IV . The Commission shall adopt an imp lementing act
la ying do wn detailed provisions establishing a te mplat e f or the post-mark et monitoring plan and the list of elements to be
included in the plan b y 2 Febr uar y 2026. That imp lementing act shall be adop ted in accordance with the examination
procedure refe r red to in Ar ticle 98(2).
4. For high-r isk AI syste ms co vered by the Uni on har monisation legislation listed in Section A of Annex I, where
a post-market monitoring system and plan are already established under that legislation, in order t o ensure consiste ncy ,",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,584ef0a9-f48d-5953-a0d7-9e199678c344,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 32,,2,,3,"Ar ticle 21
Key market act ors
Member Stat es shall, in cooperation with the Commission in accordance with Ar ticle 19, identify ke y market actors along
the semiconduct or supply c hains established in their te r r it or y , taking into account the f ollowing elements:
(a) the number of other U nion under takings relying on the ser vice or good provid ed by a mark et actor;
(b) the Union or g lobal mark et share of the ke y market actor in the market f or such ser vices or goods;
(c) the im por tance of a mark et actor in maintaining a sufficient level of supply of a ser vice or good in the U nion, taking
into account the ava ilability of alte r native means f or the pro vision of that ser vice or good;
(d) the im pact a disr upti on of supply of the ser vice or good provided by the market actor ma y hav e on the U nion’s
semiconductor supply chain and dependent mark ets.
Section 2
Aler ts and the activation of the cr isis st age
Ar ticle 22
Aler ts and prev entiv e action
1. Where a national compet ent author ity becomes aware of a r isk of ser ious disr uption in the supply of semiconduct ors",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,d48ba1db-a0ac-55fe-b78c-f264eaa83769,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 10,,,2,4,"d with the supply chain.
(44) The inte r nal mark et w ould greatly benefit from common standards f or green, sustainably manuf actured, tr uste d and
secure c hips. Future smar t devices, syste ms and connectivity platf or ms will hav e to rely on advanced semiconduct or
c hips and the y will hav e to meet green, tr ust and cybersecur ity requirements which will larg ely depend on the
fe atures of the underlying tec hnology . T o that end, the Uni on should develop referen ce cer tif ication procedures and
require the industr y to jointly develop such procedures f or specific sectors and tec hnologies with pote ntial high
social impact .
(45) In light of this, the Commission, in consultation with the European Semiconducto r Board and with due inv olvement
of stake holders, should identify the sect ors and products that rely on or make extensive use of semiconduct or
tec hnologies and are in need of cer tified green, tr usted and secure c hips. The identif ication of such sect ors and
products could stimulate the take -up of European and internatio nal standards f or r isk management.
(
15",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,6d3f08ae-864a-5296-8730-de3574251e06,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 3,,,3,5,"that hav e advantag es in the
semiconduct or industr y , with a view to seeking solutions to strengthen the secur ity of supply and to address future
supply-ch ain disr uptions of semiconductors, such as those resulting from third-countr y expor t restr ictions, and to
identify the availability of raw mater ials and interm ediat e products. This ma y inv olve, where appropr iat e,
coordination in relevant internatio nal f ora, concluding inv estment and trade agreements or other diplomatic eff or ts
in accordance with the applicable procedural requirements or engag ement with relevant stak eholders.
(10) In order to build upon the commitment of meeting w orkf orce needs across the semiconduct or supply c hain, the
Commission should ensure synergies with existing U nion programmes and it should suppor t and encourage
Member Stat es in setting up initiatives which contr ibut e to the exc hange of academic kno wledge, with international
strateg ic par tners.
(11) It is a clear objective of the Union to promot e intern ational cooperation and knowledg e exc hange on the basis of the",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,a41327cb-8715-5695-9496-3b6fdedd2be8,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 22,,3,,6,"ments f or products with digital
elements, should consider r isks to the cyber resilience of an AI system as regard s attem pts by unauthor ised third
par ties to alt er its use, behavio ur or perf or mance, including AI specif ic vulnerabilities suc h as data poisoning or
adversar ial attacks, as well as, as relevant, r isks to fundamental r ights as required b y this Regulation.
(78) The conf or mity assessment procedure provid ed by this Regulation should apply in relation t o the essential
cybersecur ity requirements of a product with digital elements covered by a regulation of the European Pa rliament
and of the Council on hor izontal cybersecur ity requirements f or products with digital elements and classified as
a high-r isk AI system under this Regulation. However , this r ule should not result in reducing the necessar y level of
assurance f or cr itical products with digital elements covered by a regulation of the European Pa rliament and of the
Council on hor izontal cybersecur ity requirements f or products with digital elements. Theref ore, by wa y of",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,25ab446c-c2ea-5626-8192-9adcf751c720,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 50,,4,,7,"practice or the same interest being infr inged, and is occur r ing concur rently ,
committ ed by the same operat or , in at least three Member States;
(62) ‘cr itical infrastr ucture’ means cr itical infrastr ucture as def ined in Ar ticle 2, point (4), of Directive (EU) 2022/2557;
(63) ‘g eneral-pur pose AI model’ means an AI model, including where suc h an AI model is trained with a larg e amount of
data using self-super vision at scale, that displa ys significant g enerality and is capable of compet ently perfo r ming
a wide rang e of distinct tasks regardless of the wa y the model is placed on the market and that can be integrat ed into
a var iety of do wnstream systems or applications, ex cept AI models that are used f or research, development or
prot otyping activities bef ore the y are placed on the mark et ;
(64) ‘high-imp act capabilities ’ means capabilities that matc h or ex ceed the capabilities recorded in the most advanced
g eneral-pur pose AI models;
(65) ‘syst emic r isk’ means a r isk that is specif ic to the high-im pact capabilities of g eneral-pur pose AI models, having",1,部分相关：定义GPAI模型及其大规模数据训练特征，帮助界定监管对象，但不直接规定训练数据合规义务。
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,8e340a20-d4b9-58c7-baa7-ec810f829bd8,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 48,,,4,8,"Union via the vir tual design platf or m. Such a link will enable the design community to test and validate tec hnology
options bef ore these become commercially available. It will ensure that new c hip and system design fully exploit the
potential of new tec hnologies and deliver cutting edge inno vation.
T ogether , these pilot lines will advance the U nion’s IP , skills and inno vation in semiconduct or manuf actur ing
tec hnology and will reinf orce and expand the U nion’s position in new manufactur ing equipment and mater ials f or
advanced semiconduct or te chnology modules, such as e.g. lithography and wafer tec hnologies.
Close concer tation and collaboration with industr y shall be org anised to guide this capacity expansion and the cr itical
inclusion from the star t of select ed qualified pilot lines inv olving f or example advanced packag ing, 3D het erogeneous
integration tec hnology and impor tant additional functionalities such as silicon phot onics, po wer electronics, sensing
tec hnologies, silicon graphene and quantum tec hnologies. This po wer ful exte nded Union-wide pilot line",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,5ed3fb80-6466-54ee-9e19-9837a85b9e84,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 3,,,5,9,"al
strateg ic par tners.
(11) It is a clear objective of the Union to promot e intern ational cooperation and knowledg e exc hange on the basis of the
U nion’s inter ests, mutual benefits, inte r national commitments, and, to the extent possible, reciprocity . Never theless,
the infr inge ment of inte llectual proper ty (IP) r ights, the unauthor ised disclosure of trade secrets, or the leakage of
sensitive emerging tec hnologies in the semiconduct or sector could compromise the inte rests of the secur ity of the
U nion. Against this backg round, the Commission is explor ing concrete proposals to strengthen the Union’s
inve stment and expor t control frameworks. In addition, the U nion and the Member States should cooperate with
strateg ic par tners to strengthen the joint tec hnological and industr ial leadership in accordance with applicable
procedural requirements.
(12) The semiconduct or sector is c haract er ised by ver y high development and innovation costs and ver y high costs f or
building stat e-of-the-ar t facilities f or testing and validating to suppor t the industr ial production. This has direct",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,f058cce7-3516-53b8-ab9e-46341327789e,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 29,,5,,10,"e wa ys in which models
can give r ise to har mful bias and discr imination with r isks to individuals, communities or societies; the facili tation of
disinf or mation or har ming pr ivacy with threats to democratic values and human r ights; r isk that a par ticular event
could lead to a ch ain reaction with considerable nega tive effe cts that could affe ct up to an entire city , an entire
domain activity or an entire community .
(111) It is appropr iate to establish a methodology f or the classif ication of g eneral-pur pose AI models as g eneral-pur pose
AI model with systemic r isks . Since syste mic r isks result from par ticularly high capabilities, a g eneral-pur pose AI
model should be considered to present systemic r isks if it has high-impact capabilities, evaluate d on the basis of
appropr iat e te chnical to ols and methodologies, or significant impact on the internal market due to its reac h.
High-im pact capabilities in general-pur pose AI models means capabilities that matc h or ex ceed the capabilities
recorded in the most advanced general-pur pose AI models. The full range of capabilities in a model could be bett er",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,aacec241-8a59-551e-a726-4fcf6373e34c,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 26,,6,,,"nf or m the European Semiconductor Board on progress in the implementation of the
Initiative’s operational objective 5 on a regular basis.
CHAPTER III
Secur ity of supply and resilience
Ar ticle 13
Integ rated production facilities
1. Integrat ed production facilities shall be first-of-a-kind f acilities f or semiconduct or manufactur ing, and, where
relevant, including design, or f or the production of equipment or ke y components f or such equipment predominantly used
in semiconduct or manuf actur ing in the Union, which ma y integrat e other steps of the supply chain, and that contr ibute to
the secur ity of supply and the resilience of the Union’s semiconductor ecosystem and in addition they ma y , where relevant,
contr ibut e to the secur ity of the g lobal semiconduct or supply c hains.
2. At the time of submitting an application in accordance with Ar ticle 15(1), an inte grated production f acility shall be
required to qualify as a first-of-a-kind facility .
3. An integrat ed production f acility shall meet the f ollowing requirements:
(a) its establishment has a clear positive impa ct with spill-ov er eff ects bey ond the under taking or Member State concer ned,",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,f7ac5e25-2b3c-5160-8bb1-d2295b756058,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 1,,,6,,"ition: from smar tphones and cars,
through cr itical applications and infrastr uctures in health, energy , communications and automation to most other
industr y sectors . As semiconductors are central to the digital econom y , they are po wer ful enablers f or the
sustainability and green transition, contr ibuting thus to the objectives of the Commission communication of
11 December 2019 on ‘ The European Green Deal’. While semiconduct ors are essential to the functioning of toda y’s
econom y and society as well as defence and secur ity , the Union has witnessed unprecedent ed disr uptions in their
supply , the consequences of whic h are signif icant. The cur rent disr upti ons hav e exposed long-lasting vulnerabilities
in this respect, in par ticular a strong third-countr y dependency in manuf actur ing and design of c hips. Member
State s are pr imar ily responsible f or maintaining a strong industr ial, competiti ve, sustainable base in the U nion
promoting innovation across a full range of chips.
(2) A framew ork f or increasing the U nion’s resilience in the fi eld of semiconduct or tec hnologies should be established,",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,3568df77-53fc-5b50-b4ba-310b82efbec8,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 11,,,7,,"ird-countr y tec hnology and
provid ers, and bottlenecks of the Uni on’s semiconduct or sector , cur rent and expected needs f or skills and access to
qualifi ed w orkf orce and, where appropr iat e, the poten tial im pact of the measures of the emerge ncy toolbo x. The
strateg ic mapping should be based on publicly and commercially av ailable data and, if necessar y , on data obtained
through volun tar y inf or mation requests of under takings, in consultation with the European Semiconducto r Board.
(48) In order to f orecast and prepare f or future disr uptions of the diffe rent stages of the semiconductor value chain in the
U nion and of trade within the Union, the Commission should, assisted by the European Semiconductor Board and
on the basis of the outcome of the strateg ic mapping, identify and develop a list of early war ning indicators. Such
indicators could include atypical increases in lead time, the av ailability of raw mat er ials, interm ediat e products and
human capital needed f or manufactur ing semiconduct ors, or appropr iate manufact ur ing equipment, the f orecast ed",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,9ce5a130-14fc-5e9e-8ded-1b74ec5c852c,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 29,,7,,,"atc h or ex ceed the capabilities
recorded in the most advanced general-pur pose AI models. The full range of capabilities in a model could be bett er
understo od af te r its placing on the marke t or when deplo y ers interact with the model. A ccording to the state of the
ar t at the time of entr y into f orce of this Regulation, the cumulative amount of comp utation used f or the training of
the general-pur pose AI model measured in f loating point operations is one of the relevant appro ximations f or model
capabilities. The cumulative amount of comp utation used f or training includes the computation used across the
activities and methods that are intende d to enhance the capabilities of the model pr ior to deplo yment, suc h as
pre-training, synthetic data generation and fine -tuning. Theref ore, an initial threshold of f loating point operations
should be set, which , if met by a g eneral-pur pose AI model, leads to a presump tion that the model is
a general-pur pose AI model with systemic r isks . This threshold should be adjuste d ove r time to ref lect te chnological",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,1fa583ad-53d4-54be-9fcf-7f19eb76d096,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 51,,,8,,"x cellent Science’ ;
(iii) the integration of digital across all the Global Challenges (health, secur ity , energy and mobility , climate , etc.); and
(iv) suppor t f or scale-up breakthrough innovati ons under the pillar ‘Innova tive Europe’ (many of whic h will combine
digital and other tec hnologies).
(c) the Initiative is excl usively f ocusing on building larg e-scale capacities in semiconductor and quantum te chnologies
across the Union. It will inv est in:
(i) f ostering innovati on by suppor ting two closely inte rlinked tec hnological capacities that enable designing novel
system concepts and their testing and validation in pilot lines;
(ii) providin g target ed suppor t to build training capacity and enhance applied advanced digital compet ences and skills
to suppor t development and deplo yment of semiconduct ors by te chnology development and end-user industr ies;
and
(iii) a netw ork of national compet ence centres, which facilitat e access and provide exper tise and innovation ser vices to
end-user communities and industr ies, to develop new products and applications and to address mark et failures .",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,e39d6dd2-273b-53d2-8a2f-e7246e1cc4ea,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 22,,8,,,"and of the Council on hor izontal
cybersecur ity requirements f or products with digital elements, in accordance with that regulation ma y demonstrate
com pliance with the cybersecur ity requirements of this Regulation by fulf illing the essential cybersecur ity
requirements set out in that regulation. When high-r isk AI systems fulf il the essential requirements of a regulation of
the European Parliament and of the Council on hor izontal cybersecur ity requirements f or products with digital
elements, the y should be deemed compliant with the cybersecur ity requirements set out in this Regulation in so f ar
as the ac hievement of those requirements is demonstrated in the EU declaration of conf or mity or par ts thereof
issued under that regulation. T o that end, the assessment of the cybersecur ity r isks , associated to a product with
digital elements classif ied as high-r isk AI syste m according to this Regulation, car r ied out under a regulation of the
European Parliament and of the Council on hor izontal cybersecur ity requirements f or products with digital
elements, should consider r isks to the cyber resilience of an AI system as regard s attem pts by unauthor ised third",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,9a4db028-6b0c-5ca5-a90a-e48caf7f8502,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 83,,9,,,"ying
common r ules f or the implementation of those obliga tions in accordance with the examination procedure laid do wn in
Ar ticle 98(2).
C HAPTER V
GENERAL -PURPOSE AI MODELS
SECTION 1
Classification r ules
Ar ticle 51
Classif ication of general-pur pose AI models as general-pur pose AI models with sys temic r isk
1. A g eneral-pur pose AI model shall be classified as a g eneral-pur pose AI model with systemic r isk if it meets any of the
f ollo wing conditions:
(a) it has high imp act capabilities evaluated on the basis of appropr iate tec hnical tools and methodologies, including
indicator s and benchmarks;
(b) based on a decision of the Commission, ex of ficio or f ollowi ng a qualif ied aler t from the scientific panel, it has
capabilities or an imp act equivalent to those set out in point (a) hav ing rega rd to the cr iter ia set out in Annex XIII.
2. A g eneral-pur pose AI model shall be presumed t o hav e high im pact capabilities pursuant to paragraph 1, point (a),
when the cumulative amount of computation used f or its training measured in f loating point operations is great er than
10
25
.",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,d9a2c6c7-0daa-5702-9ef9-e40e45c87e8a,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 3,,,9,,"m, pilot lines, including f or
quantum c hips, and the diffusion of knowle dge, skills and compet ences f or the benefit of the entire semiconduct or
ecosystem. T o achieve this, the Union and Member Stat es should tak e into consideration the twin green and digital
transition goals. In this regard, semiconductor devices and manufactur ing processes off er signif icant oppor tunities
f or decreasing the envi ronmental, and, in par ticular , the carbon im pact of industr ies, thereby contr ibuting to the
ambitions of, f or instance, the Commission communication of 14 July 2021 entitled ‘Fit f or 55’: deliver ing the EU’s
EN
Offi cial Jour nal of the European Uni on 18.9.2023 L 229/3",0,
Q10,"Which industrial software, digital-twin, supply-chain, and smart-manufacturing capabilities does China plan to strengthen?",en,cross-language,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,36934a25-407e-58da-b8bd-fbce8db7d3ea,387e17ca-0ac5-52f3-bfe2-dc874a387156,Regulation (EU) 2023/1781 (Chips Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_chips_act_2023_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1781,Page 11,,,10,,"als, interm ediat e products and
human capital needed f or manufactur ing semiconduct ors, or appropr iate manufact ur ing equipment, the f orecast ed
demand f or semiconduct ors on the U nion and g lobal markets, pr ice surges exce eding nor mal pr ice f luctuation, the
effe ct of accidents, attacks, natural disasters or other ser ious events, the effect of trade policies, tar iffs, expor t
restr ictions, trade bar r iers and other trade-related measures, and the eff ect of business closures, offshor ing or
acquisitions of ke y market actors. Monitor ing activities of the Commission should f ocus on these early war ning
indicators.
(49) Due to the compl ex, quic kly evolving and inte rlinked semiconductor value chains with var ious actors, a coordinated
approach to monitori ng is necessar y to increase the ability to mitig ate r isks that ma y negativ ely affect the supply of
semiconduct ors and to enhance the understanding of the dynamics of the semiconduct or value c hain. The
Commission, in consultation with the European Semiconducto r Board, should monitor the semiconduct or value",0,
